timestamp,market_cap,price,volume,mvrv,nupl,mvrv_score,nupl_score,tiv_score,short_term_trend,news_impact,final_value
1740207734,1911297303170.0,96386.0,46256195136.0,2,0.5,0.0,0.0,-7.425847457627119,,-5.066970120544887,-3.1232043945430017
1740196386,1907538366880.0,96208.0,51270371441.0,2,0.5,0.0,0.0,-9.311440677966102,,-3.5558166970171285,-3.2168143437458077
1740196348,1906986855068.0,96143.0,47301836478.0,2,0.5,0.0,0.0,-10.0,,-6.177258018669319,-4.04431450466733
1740153555,1945997623906.0,98031.0,33321381167.0,2,0.5,0.0,0.0,10.0,,-1.7521195086665653,2.0619701228333587
1740153550,1945997623906.0,98031.0,33321381167.0,2,0.5,0.0,0.0,10.0,10.0,-6.216139303503141,2.756772139299372
1740153545,1945997623906.0,98031.0,33321381167.0,2,0.5,0.0,0.0,10.0,10.0,-9.2589220048416,2.1482155990316802
1740153540,1945997623906.0,98031.0,33321381167.0,2,0.5,0.0,0.0,10.0,10.0,-9.545931284682956,2.090813743063409
